kalshi_ticker,poly_slug,date,poly_result,kalshi_result,poly_price,matching
KXNHLGAME-25NOV18NJTB-TB,nhl-nj-tb-2025-11-18,2025-10-22T15:31:22.086Z,yes,yes,1.0,1
KXNHLGAME-25NOV18STLTOR-TOR,nhl-stl-tor-2025-11-18,2025-10-22T15:31:19.55Z,yes,yes,1.0,1
KXNHLGAME-25NOV16DETNYR-DET,nhl-det-nyr-2025-11-16,2025-10-20T15:31:22.411703Z,yes,yes,1.0,1
KXNHLGAME-25NOV16NSHPIT-PIT,nhl-nsh-pit-2025-11-16,2025-10-20T15:31:01.514407Z,yes,yes,1.0,1
KXNHLGAME-25NOV15BUFDET-BUF,nhl-buf-det-2025-11-15,2025-10-19T15:31:16.134382Z,yes,yes,1.0,1
KXNHLGAME-25NOV15NJWSH-NJ,nhl-nj-wsh-2025-11-15,2025-10-19T15:31:15.876324Z,yes,yes,1.0,1
KXNHLGAME-25NOV15BOSMTL-BOS,nhl-bos-mon-2025-11-15,2025-10-19T15:31:15.360392Z,yes,yes,1.0,1
KXNHLGAME-25NOV15ANAMIN-MIN,nhl-ana-min-2025-11-15,2025-10-19T15:31:13.429615Z,yes,yes,1.0,1
KXNHLGAME-25NOV14PHISTL-PHI,nhl-phi-stl-2025-11-14,2025-10-18T15:31:21.977596Z,yes,yes,1.0,1
KXNHLGAME-25NOV13BUFCOL-COL,nhl-buf-col-2025-11-13,2025-10-17T15:31:16.898902Z,yes,yes,1.0,1
KXNHLGAME-25NOV13BOSOTT-OTT,nhl-bos-ott-2025-11-13,2025-10-17T15:31:15.419341Z,yes,yes,1.0,1
KXNHLGAME-25NOV13DALMTL-DAL,nhl-dal-mon-2025-11-13,2025-10-17T15:31:15.677399Z,yes,yes,1.0,1
KXNHLGAME-25NOV13ANADET-DET,nhl-ana-det-2025-11-13,2025-10-17T15:31:14.903935Z,yes,yes,1.0,1
KXNHLGAME-25NOV12EDMPHI-EDM,nhl-edm-phi-2025-11-12,2025-10-16T15:32:00.407995Z,yes,yes,1.0,1
KXNHLGAME-25NOV12NYRTB-NYR,nhl-nyr-tb-2025-11-12,2025-10-16T15:32:00.710993Z,yes,yes,1.0,1
KXNHLGAME-25NOV11CBJSEA-CBJ,nhl-cbj-sea-2025-11-11,2025-10-15T15:31:13.426908Z,yes,yes,1.0,1
KXNHLGAME-25NOV11ANACOL-COL,nhl-ana-col-2025-11-11,2025-10-15T15:31:14.286669Z,yes,yes,1.0,1
KXNHLGAME-25NOV11DALOTT-DAL,nhl-dal-ott-2025-11-11,2025-10-15T15:31:12.001564Z,yes,yes,1.0,1
KXNHLGAME-25NOV10CBJEDM-EDM,nhl-cbj-edm-2025-11-10,2025-10-14T15:31:27.1953Z,yes,yes,1.0,1
KXNHLGAME-25NOV10NSHNYR-NYR,nhl-nsh-nyr-2025-11-10,2025-10-14T15:31:26.934353Z,yes,yes,1.0,1
KXNHLGAME-25NOV09COLVAN-COL,nhl-col-van-2025-11-09,2025-10-13T15:32:16.538235Z,yes,yes,1.0,1
KXNHLGAME-25NOV09CARTOR-CAR,nhl-car-tor-2025-11-09,2025-10-13T15:32:13.217012Z,yes,yes,1.0,1
KXNHLGAME-25NOV09CHIDET-CHI,nhl-chi-det-2025-11-09,2025-10-13T15:32:13.98872Z,yes,yes,1.0,1
KXNHLGAME-25NOV08COLEDM-COL,nhl-col-edm-2025-11-08,2025-10-12T15:31:29.776671Z,yes,yes,1.0,1
KXNHLGAME-25NOV08CBJVAN-VAN,nhl-cbj-van-2025-11-08,2025-10-12T15:31:30.284383Z,yes,yes,1.0,1
KXNHLGAME-25NOV08FLASJ-SJ,nhl-fla-sj-2025-11-08,2025-10-12T15:31:30.996771Z,yes,yes,1.0,1
KXNHLGAME-25NOV08BOSTOR-BOS,nhl-bos-tor-2025-11-08,2025-10-12T15:31:29.013634Z,yes,yes,1.0,1
KXNHLGAME-25NOV08BUFCAR-CAR,nhl-buf-car-2025-11-08,2025-10-12T15:31:30.030535Z,yes,yes,1.0,1
KXNHLGAME-25NOV08SEASTL-SEA,nhl-sea-stl-2025-11-08,2025-10-12T15:31:30.538259Z,yes,yes,1.0,1
KXNHLGAME-25NOV08NYINYR-NYI,nhl-nyi-nyr-2025-11-08,2025-10-12T15:31:28.2371Z,yes,yes,1.0,1
KXNHLGAME-25NOV08DALNSH-DAL,nhl-dal-nsh-2025-11-08,2025-10-12T15:31:27.982453Z,yes,yes,1.0,1
KXNHLGAME-25NOV08OTTPHI-OTT,nhl-ott-phi-2025-11-08,2025-10-12T15:31:28.758679Z,yes,yes,1.0,1
KXNHLGAME-25NOV07MINNYI-MIN,nhl-min-nyi-2025-11-07,2025-10-11T15:31:14.05378Z,yes,yes,1.0,1
KXNHLGAME-25NOV06ANADAL-ANA,nhl-ana-dal-2025-11-06,2025-10-10T15:31:34.784994Z,yes,yes,1.0,1
KXNHLGAME-25NOV06MTLNJ-NJ,nhl-mon-nj-2025-11-06,2025-10-10T15:31:27.705632Z,yes,yes,1.0,1
KXNHLGAME-25NOV05CHIVAN-CHI,nhl-chi-van-2025-11-05,2025-10-09T15:31:32.917821Z,yes,yes,1.0,1
KXNHLGAME-25NOV05STLWSH-WSH,nhl-stl-wsh-2025-11-05,2025-10-09T15:31:21.931169Z,yes,yes,1.0,1
KXNHLGAME-25NOV04CARNYR-CAR,nhl-car-nyr-2025-11-04,2025-10-09T15:31:18.77022Z,yes,yes,1.0,1
KXNHLGAME-25NOV04BOSNYI-BOS,nhl-bos-nyi-2025-11-04,2025-10-09T15:31:15.63952Z,yes,yes,1.0,1
KXNHLGAME-25NOV03CHISEA-SEA,nhl-chi-sea-2025-11-03,2025-10-07T22:15:21.972158Z,yes,yes,1.0,1
KXNHLGAME-25NOV03EDMSTL-STL,nhl-edm-stl-2025-11-03,2025-10-07T22:15:05.805813Z,yes,yes,1.0,1
KXNHLGAME-25NOV03PITTOR-TOR,nhl-pit-tor-2025-11-03,2025-10-07T22:15:09.994523Z,yes,yes,1.0,1
KXNHLGAME-25NOV02DETSJ-DET,nhl-det-sj-2025-11-02,2025-10-07T22:15:03.867955Z,yes,yes,1.0,1
KXNHLGAME-25NOV02CBJNYI-NYI,nhl-cbj-nyi-2025-11-02,2025-10-07T22:15:08.354044Z,yes,yes,1.0,1
KXNHLGAME-25NOV01CHIEDM-EDM,nhl-chi-edm-2025-11-01,2025-10-07T22:15:06.068936Z,yes,yes,1.0,1
KXNHLGAME-25NOV01NYRSEA-NYR,nhl-nyr-sea-2025-11-01,2025-10-07T22:14:51.996036Z,yes,yes,1.0,1
KXNHLGAME-25NOV01DALFLA-FLA,nhl-dal-fla-2025-11-01,2025-10-07T22:14:46.528312Z,yes,yes,1.0,1
KXNHLGAME-25NOV01COLSJ-SJ,nhl-col-sj-2025-11-01,2025-10-07T22:14:50.933958Z,yes,yes,1.0,1
KXNHLGAME-25NOV01PITWPG-WPG,nhl-pit-wpg-2025-11-01,2025-10-07T22:14:46.790934Z,yes,yes,1.0,1
KXNHLGAME-25OCT31NYIWSH-NYI,nhl-nyi-wsh-2025-10-31,2025-10-07T22:14:34.017395Z,yes,yes,1.0,1
KXNHLGAME-25OCT30NJSJ-SJ,nhl-nj-sj-2025-10-30,2025-10-07T22:14:26.418772Z,yes,yes,1.0,1
KXNHLGAME-25OCT30CHIWPG-WPG,nhl-chi-wpg-2025-10-30,2025-10-07T22:14:10.799294Z,yes,yes,1.0,1
KXNHLGAME-25OCT30DALTB-TB,nhl-dal-tb-2025-10-30,2025-10-07T22:14:08.83401Z,yes,yes,1.0,1
KXNHLGAME-25OCT30NSHPHI-PHI,nhl-nsh-phi-2025-10-30,2025-10-07T22:14:14.76869Z,yes,yes,1.0,1
KXNHLGAME-25OCT28MTLSEA-MTL,nhl-mon-sea-2025-10-28,2025-10-07T22:14:06.525232Z,yes,yes,1.0,1
KXNHLGAME-25OCT28NYRVAN-NYR,nhl-nyr-van-2025-10-28,2025-10-07T22:13:58.335291Z,yes,yes,1.0,1
KXNHLGAME-25OCT28DETSTL-DET,nhl-det-stl-2025-10-28,2025-10-07T22:13:56.303979Z,yes,yes,1.0,1
KXNHLGAME-25OCT28ANAFLA-ANA,nhl-ana-fla-2025-10-28,2025-10-07T22:13:34.365105Z,yes,yes,1.0,1
KXNHLGAME-25OCT27BOSOTT-OTT,nhl-bos-ott-2025-10-27,2025-10-07T22:13:33.2677Z,yes,yes,1.0,1
KXNHLGAME-25OCT26EDMVAN-VAN,nhl-edm-van-2025-10-26,2025-10-07T22:13:34.107917Z,yes,yes,1.0,1
KXNHLGAME-25OCT26DALNSH-DAL,nhl-dal-nsh-2025-10-26,2025-10-07T22:13:14.152903Z,yes,yes,1.0,1
KXNHLGAME-25OCT26COLNJ-NJ,nhl-col-nj-2025-10-26,2025-10-07T22:13:10.291518Z,yes,yes,1.0,1
KXNHLGAME-25OCT25EDMSEA-SEA,nhl-edm-sea-2025-10-25,2025-10-07T22:13:12.160335Z,yes,yes,1.0,1
KXNHLGAME-25OCT25CARDAL-DAL,nhl-car-dal-2025-10-25,2025-10-07T22:13:09.062515Z,yes,yes,1.0,1
KXNHLGAME-25OCT25CBJPIT-CBJ,nhl-cbj-pit-2025-10-25,2025-10-07T22:13:08.146853Z,yes,yes,1.0,1
KXNHLGAME-25OCT25OTTWSH-OTT,nhl-ott-wsh-2025-10-25,2025-10-07T22:12:52.250739Z,yes,yes,1.0,1
KXNHLGAME-25OCT25MTLVAN-MTL,nhl-mon-van-2025-10-25,2025-10-07T22:12:57.093085Z,yes,yes,1.0,1
KXNHLGAME-25OCT25ANATB-TB,nhl-ana-tb-2025-10-25,2025-10-07T22:12:54.977432Z,yes,yes,1.0,1
KXNHLGAME-25OCT25BUFTOR-TOR,nhl-buf-tor-2025-10-25,2025-10-07T22:13:08.806654Z,yes,yes,1.0,1
KXNHLGAME-25OCT25NYIPHI-PHI,nhl-nyi-phi-2025-10-25,2025-10-07T22:12:50.252814Z,yes,yes,1.0,1
KXNHLGAME-25OCT23CARCOL-CAR,nhl-car-col-2025-10-23,2025-10-07T22:12:30.524814Z,yes,yes,1.0,1
KXNHLGAME-25OCT23SEAWPG-SEA,nhl-sea-wpg-2025-10-23,2025-10-07T22:12:32.657504Z,yes,yes,1.0,1
KXNHLGAME-25OCT23ANABOS-ANA,nhl-ana-bos-2025-10-23,2025-10-07T22:12:26.372625Z,yes,yes,1.0,1
KXNHLGAME-25OCT23DETNYI-NYI,nhl-det-nyi-2025-10-23,2025-10-07T22:12:29.747806Z,yes,yes,1.0,1
KXNHLGAME-25OCT23CHITB-CHI,nhl-chi-tb-2025-10-23,2025-10-07T22:12:13.589066Z,yes,yes,1.0,1
KXNHLGAME-25OCT22MINNJ-NJ,nhl-min-nj-2025-10-22,2025-10-09T15:31:18.007988Z,yes,yes,1.0,1
KXNHLGAME-25OCT21CBJDAL-CBJ,nhl-cbj-dal-2025-10-21,2025-10-07T22:12:10.541935Z,yes,yes,1.0,1
KXNHLGAME-25OCT21ANANSH-ANA,nhl-ana-nsh-2025-10-21,2025-10-07T22:12:06.638492Z,yes,yes,1.0,1
KXNHLGAME-25OCT21EDMOTT-EDM,nhl-edm-ott-2025-10-21,2025-10-07T22:11:48.796328Z,yes,yes,1.0,1
KXNHLGAME-25OCT21SEAWSH-WSH,nhl-sea-wsh-2025-10-21,2025-10-07T22:11:50.442579Z,yes,yes,1.0,1
KXNHLGAME-25OCT21NJTOR-NJ,nhl-nj-tor-2025-10-21,2025-10-07T22:11:56.465913Z,yes,yes,1.0,1
KXNHLGAME-25OCT20BUFMTL-MTL,nhl-buf-mon-2025-10-20,2025-10-07T22:11:48.539044Z,yes,yes,1.0,1
KXNHLGAME-25OCT20MINNYR-MIN,nhl-min-nyr-2025-10-20,2025-10-07T22:11:50.699629Z,yes,yes,1.0,1
KXNHLGAME-25OCT19ANACHI-CHI,nhl-ana-chi-2025-10-19,2025-10-07T22:11:30.594985Z,yes,yes,1.0,1
KXNHLGAME-25OCT19VANWSH-VAN,nhl-van-wsh-2025-10-19,2025-10-07T22:11:30.851909Z,yes,yes,1.0,1
KXNHLGAME-25OCT18BOSCOL-COL,nhl-bos-col-2025-10-18,2025-10-07T22:11:28.797976Z,yes,yes,1.0,1
KXNHLGAME-25OCT18PITSJ-PIT,nhl-pit-sj-2025-10-18,2025-10-07T22:11:28.54063Z,yes,yes,1.0,1
KXNHLGAME-25OCT18SEATOR-SEA,nhl-sea-tor-2025-10-18,2025-10-07T22:11:12.974491Z,yes,yes,1.0,1
KXNHLGAME-25OCT18MINPHI-PHI,nhl-min-phi-2025-10-18,2025-10-07T22:11:27.394177Z,yes,yes,1.0,1
KXNHLGAME-25OCT18NSHWPG-WPG,nhl-nsh-wpg-2025-10-18,2025-10-07T22:11:12.717668Z,yes,yes,1.0,1
KXNHLGAME-25OCT18DALSTL-STL,nhl-dal-stl-2025-10-18,2025-10-07T22:11:13.995549Z,yes,yes,1.0,1
KXNHLGAME-25OCT18EDMNJ-NJ,nhl-edm-nj-2025-10-18,2025-10-07T22:11:06.528084Z,yes,yes,1.0,1
KXNHLGAME-25OCT18NYIOTT-NYI,nhl-nyi-ott-2025-10-18,2025-10-07T22:11:10.188526Z,yes,yes,1.0,1
KXNHLGAME-25OCT17MINWSH-WSH,nhl-min-wsh-2025-10-17,2025-10-07T22:10:53.183581Z,yes,yes,1.0,1
KXNHLGAME-25OCT16EDMNYI-NYI,nhl-edm-nyi-2025-10-16,2025-10-07T22:10:50.265478Z,yes,yes,1.0,1
KXNHLGAME-25OCT16NYRTOR-TOR,nhl-nyr-tor-2025-10-16,2025-10-07T22:10:23.08971Z,yes,yes,1.0,1
KXNHLGAME-25OCT16FLANJ-NJ,nhl-fla-nj-2025-10-16,2025-10-07T22:10:46.038001Z,yes,yes,1.0,1
KXNHLGAME-25OCT15CHISTL-CHI,nhl-chi-stl-2025-10-15,2025-10-07T22:10:29.758476Z,yes,yes,1.0,1
KXNHLGAME-25OCT14CARSJ-CAR,nhl-car-sj-2025-10-14,2025-10-07T22:10:32.163478Z,yes,yes,1.0,1
KXNHLGAME-25OCT14TBWSH-WSH,nhl-tb-wsh-2025-10-14,2025-10-07T22:10:03.797988Z,yes,yes,1.0,1
KXNHLGAME-25OCT14EDMNYR-EDM,nhl-edm-nyr-2025-10-14,2025-10-07T22:10:05.066573Z,yes,yes,1.0,1
KXNHLGAME-25OCT14NSHTOR-TOR,nhl-nsh-tor-2025-10-14,2025-10-07T22:10:04.737734Z,yes,yes,1.0,1
KXNHLGAME-25OCT13STLVAN-STL,nhl-stl-van-2025-10-13,2025-10-07T15:31:18.092711Z,yes,yes,1.0,1
KXNHLGAME-25OCT13DETTOR-DET,nhl-det-tor-2025-10-13,2025-10-07T15:31:22.077Z,yes,yes,1.0,1
KXNHLGAME-25OCT13FLAPHI-PHI,nhl-fla-phi-2025-10-13,2025-10-07T15:31:24.009914Z,yes,yes,1.0,1
KXNHLGAME-25OCT13NSHOTT-NSH,nhl-nsh-ott-2025-10-13,2025-10-07T15:31:18.349Z,yes,yes,1.0,1
KXNHLGAME-25OCT11ANASJ-ANA,nhl-ana-sj-2025-10-11,2025-10-05T15:31:28.883457Z,yes,yes,1.0,1
KXNHLGAME-25OCT11CBJMIN-CBJ,nhl-cbj-min-2025-10-11,2025-10-05T15:31:26.689423Z,yes,yes,1.0,1
KXNHLGAME-25OCT11NYRPIT-NYR,nhl-nyr-pit-2025-10-11,2025-10-05T15:31:27.457389Z,yes,yes,1.0,1
KXNHLGAME-25OCT11NJTB-NJ,nhl-nj-tb-2025-10-11,2025-10-05T15:31:26.945132Z,yes,yes,1.0,1
KXNHLGAME-25OCT09MINSTL-MIN,nhl-min-stl-2025-10-09,2025-10-03T16:31:30.354451Z,yes,yes,1.0,1
KXNHLGAME-25OCT09ANASEA-SEA,nhl-ana-sea-2025-10-09,2025-10-03T16:31:32.084903Z,yes,yes,1.0,1
KXNHLGAME-25OCT09DALWPG-DAL,nhl-dal-wpg-2025-10-09,2025-10-03T16:31:28.499628Z,yes,yes,1.0,1
KXNHLGAME-25OCT09CBJNSH-NSH,nhl-cbj-nsh-2025-10-09,2025-10-03T16:31:30.096Z,yes,yes,1.0,1
KXNHLGAME-25OCT09OTTTB-OTT,nhl-ott-tb-2025-10-09,2025-10-03T16:31:21.271737Z,yes,yes,1.0,1
KXNHLGAME-25OCT09NYIPIT-PIT,nhl-nyi-pit-2025-10-09,2025-10-03T16:31:21.009814Z,yes,yes,1.0,1
KXNHLGAME-25OCT08BOSWSH-BOS,nhl-bos-wsh-2025-10-08,2025-10-02T16:31:38.822Z,yes,yes,1.0,1
KXNHLGAME-25OCT08MTLTOR-TOR,nhl-mon-tor-2025-10-08,2025-10-02T16:31:38.510959Z,yes,yes,1.0,1
KXNHLGAME-25OCT07CHIFLA-FLA,nhl-chi-fla-2025-10-07,2025-10-02T16:31:34.55351Z,yes,yes,1.0,1
KXNHLGAME-25OCT04SJUTA-SJ,nhl-sj-uta-2025-10-04,2025-10-02T16:31:32.594775Z,no,no,0.2,1
KXNHLGAME-25OCT04COLDAL-DAL,nhl-col-dal-2025-10-04,2025-10-02T16:31:28.542725Z,yes,yes,1.0,1
KXNHLGAME-25OCT04ANALA-LA,nhl-ana-la-2025-10-04,2025-10-02T16:31:28.799635Z,yes,yes,1.0,1
KXNHLGAME-25OCT04NJPHI-PHI,nhl-nj-phi-2025-10-04,2025-10-02T16:31:26.241105Z,yes,yes,1.0,1
KXNHLGAME-25OCT03EDMVAN-VAN,nhl-edm-van-2025-10-03,2025-10-02T16:31:24.137259Z,yes,yes,1.0,1
KXNHLGAME-25OCT03BUFPIT-PIT,nhl-buf-pit-2025-10-03,2025-10-02T16:31:20.528453Z,yes,yes,1.0,1
KXNHLGAME-25OCT02OTTSTL-STL,nhl-ott-stl-2025-10-02,2025-10-02T16:31:18.216275Z,yes,yes,1.0,1
KXNHLGAME-25OCT02NJNYR-NJ,nhl-nj-nyr-2025-10-02,2025-10-02T16:31:16.512864Z,yes,yes,1.0,1
KXNHLGAME-25OCT02LAUTA-UTA,nhl-la-uta-2025-10-02,2025-10-02T16:31:20.27189Z,yes,yes,1.0,1
KXNHLGAME-25OCT02DETTOR-DET,nhl-det-tor-2025-10-02,2025-10-02T16:31:16.256353Z,yes,yes,1.0,1
KXNHLGAME-25OCT02NYIPHI-NYI,nhl-nyi-phi-2025-10-02,2025-10-02T16:31:15.596839Z,yes,yes,1.0,1
KXNHLGAME-25OCT02FLATB-TB,nhl-fla-tb-2025-10-02,2025-10-02T16:31:18.472849Z,yes,yes,1.0,1
KXNHLGAME-25SEP28CHIMIN-CHI,nhl-chi-min-2025-09-28,2025-09-22T20:16:23.787629Z,yes,yes,1.0,1
KXNHLGAME-25SEP28NJOTT-OTT,nhl-nj-ott-2025-09-28,2025-09-22T20:16:19.499498Z,yes,yes,1.0,1
KXNHLGAME-25SEP27CHISTL-CHI,nhl-chi-stl-2025-09-27,2025-09-22T20:16:19.757185Z,yes,yes,1.0,1
KXNHLGAME-25SEP27MTLTOR-MTL,nhl-mon-tor-2025-09-27,2025-09-22T20:16:09.327797Z,yes,yes,1.0,1
KXNHLGAME-25SEP27ANALA-ANA,nhl-ana-la-2025-09-27,2025-09-22T20:16:00.31061Z,yes,yes,1.0,1
KXNHLGAME-25SEP27CBJPIT-PIT,nhl-cbj-pit-2025-09-27,2025-09-22T20:16:17.778712Z,yes,yes,1.0,1
KXNHLGAME-25SEP27CGYWPG-CGY,nhl-cgy-wpg-2025-09-27,2025-09-22T20:16:17.494172Z,no,no,,1
KXNHLGAME-25SEP27BOSPHI-BOS,nhl-bos-phi-2025-09-27,2025-09-22T20:16:03.192362Z,yes,yes,1.0,1
KXNHLGAME-25SEP26SEAVAN-VAN,nhl-sea-van-2025-09-26,2025-09-20T06:23:10.498461Z,yes,yes,1.0,1
KXNHLGAME-25SEP26DETPIT-PIT,nhl-det-pit-2025-09-26,2025-09-20T06:23:04.474341Z,yes,yes,1.0,1
KXNHLGAME-25SEP26NJNYI-NJ,nhl-nj-nyi-2025-09-26,2025-09-20T06:23:06.540056Z,yes,yes,1.0,1
KXNHLGAME-25SEP26CARTB-TB,nhl-car-tb-2025-09-26,2025-09-20T06:23:04.21815Z,yes,yes,1.0,1
