timestamp,kalshi_slug,poly_slug,chainlink_price,cf_price,price_diff,kalshi_target_price,poly_target_price,kalshi_resolution,poly_resolution,time_remaining,time_progress,kalshi_error,poly_error,oracle_gap,oracle_gap_abs,market_gap,abs_kalshi_error,abs_poly_error,abs_oracle_gap,abs_market_gap,same_direction,rel_kalshi_error,rel_poly_error,relative_disagreement,matching
2026-04-28T17:51:25.882024-04:00,KXBTC15M-26APR281800-00,btc-updown-15m-1777412700,76322.26,76323.03,0.7700000000040745,76315.52,76314.15374,1,1,514.117976,385.882024,-7.509999999994761,-8.106260000000475,0.7700000000040745,0.7700000000040745,1.3662600000097882,7.509999999994761,8.106260000000475,0.7700000000040745,1.3662600000097882,1,-9.83975609982303e-05,-0.00010621095339682651,0.5962600000057137,1
2026-04-28T17:52:12.717504-04:00,KXBTC15M-26APR281800-00,btc-updown-15m-1777412700,76321.97,76323.05,1.0800000000017462,76315.52,76314.15374,1,1,467.282496,432.717504,-7.529999999998836,-7.816260000006878,1.0800000000017462,1.0800000000017462,1.3662600000097882,7.529999999998836,7.816260000006878,1.0800000000017462,1.3662600000097882,1,-9.865957924897964e-05,-0.0001024116646885147,0.28626000000804197,1
2026-04-28T17:52:36.031400-04:00,KXBTC15M-26APR281800-00,btc-updown-15m-1777412700,76318.27,76322.26,3.989999999990687,76315.52,76314.15374,1,1,443.9686,456.0314,-6.739999999990687,-4.116260000009788,3.9899999999906868,3.9899999999906868,1.3662600000097882,6.739999999990687,4.116260000009788,3.9899999999906868,1.3662600000097882,1,-8.830975393012062e-05,-5.3935446912119316e-05,2.6237399999808986,1
2026-04-28T17:53:23.437652-04:00,KXBTC15M-26APR281800-00,btc-updown-15m-1777412700,76319.83,76308.75,11.080000000001746,76315.52,76314.15374,1,1,396.562348,503.437652,6.7700000000040745,-5.67626000000746,-11.080000000001746,11.080000000001746,1.3662600000097882,6.7700000000040745,5.67626000000746,11.080000000001746,1.3662600000097882,0,8.871852834706472e-05,-7.43746415578685e-05,12.446260000011534,1
2026-04-28T17:53:46.964817-04:00,KXBTC15M-26APR281800-00,btc-updown-15m-1777412700,76316.78,76295.55,21.229999999995925,76315.52,76314.15374,1,1,373.035183,526.964817,19.970000000001164,-2.6262600000045495,-21.229999999995925,21.229999999995925,1.3662600000097882,19.970000000001164,2.6262600000045495,21.229999999995925,1.3662600000097882,0,0.0002617452787220377,-3.4412615417009855e-05,22.596260000005714,1
2026-04-28T17:54:33.466153-04:00,KXBTC15M-26APR281800-00,btc-updown-15m-1777412700,76283.76,76311.15,27.38999999999941,76315.52,76314.15374,1,1,326.533847,573.4661530000001,4.370000000009895,30.393739999999525,27.389999999999418,27.389999999999418,1.3662600000097882,4.370000000009895,30.393739999999525,27.389999999999418,1.3662600000097882,1,5.72655503161713e-05,0.0003984300197053675,26.02373999998963,1
2026-04-28T17:54:56.955428-04:00,KXBTC15M-26APR281800-00,btc-updown-15m-1777412700,76273.79,76298.07,24.280000000013388,76315.52,76314.15374,1,1,303.044572,596.955428,17.44999999999709,40.36374000000069,24.280000000013388,24.280000000013388,1.3662600000097882,17.44999999999709,40.36374000000069,24.280000000013388,1.3662600000097882,1,0.00022870827532068752,0.0005291954156204994,22.9137400000036,1
2026-04-28T17:56:54.043431-04:00,KXBTC15M-26APR281800-00,btc-updown-15m-1777412700,76322.82,76390.21,67.38999999999942,76315.52,76314.15374,1,1,185.956569,714.043431,-74.69000000000233,-8.666260000012699,67.38999999999942,67.38999999999942,1.3662600000097882,74.69000000000233,8.666260000012699,67.38999999999942,1.3662600000097882,1,-0.000977743090377711,-0.0001135474291963098,66.02373999998963,1
2026-04-28T17:57:17.352574-04:00,KXBTC15M-26APR281800-00,btc-updown-15m-1777412700,76392.37,76391.38,0.9899999999906868,76315.52,76314.15374,1,1,162.647426,737.352574,-75.86000000000058,-78.21626000000106,-0.9899999999906868,0.9899999999906868,1.3662600000097882,75.86000000000058,78.21626000000106,0.9899999999906868,1.3662600000097882,1,-0.0009930439795694302,-0.0010238752901631546,2.356260000000475,1
2026-04-28T17:58:50.578544-04:00,KXBTC15M-26APR281800-00,btc-updown-15m-1777412700,76399.54,76373.07,26.46999999998661,76315.52,76314.15374,1,1,69.421456,830.578544,-57.55000000000291,-85.38625999999931,-26.469999999986612,26.469999999986612,1.3662600000097882,57.55000000000291,85.38625999999931,26.469999999986612,1.3662600000097882,1,-0.0007535378635427763,-0.0011176279333618936,27.8362599999964,1
